latitude,longitude,y,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,0,-1.566962383730615,0.6600170903684572,-1.511563456383578,1.5565520407649436,-0.8585744502664331,-0.5645842519075959,-1.270960194177667,1.0877172206614456,-0.9928173802710356,-0.3333732361026673
0,1,-2.5499563335169673,-0.6727865218231076,-0.3948712974837147,-1.1217125386920217,0.1623870197958272,-0.8318028335371499,-1.7206300490207926,-0.0627452309943301,0.4017524526046926,-1.453171070389799
0,2,-1.3650038590423776,0.3145846376015783,0.3223779072674386,-1.191944479441324,0.4714739508223748,-1.243204275767409,-1.0347797088679735,1.617573422756564,1.2005228009261573,-0.4107161434439209
0,3,-0.5292451156809088,0.8796069714633187,0.5161271839051347,-0.5380078139100327,0.3054299124876048,-1.3296875638028698,0.7067896334499448,-0.1345611621490462,1.320221307818186,0.5189320495688573
0,4,-1.5985484483306975,-1.4052535720655983,1.0522160489161554,-1.6499491052154729,1.425836459431263,0.2213584123769304,0.6454634634017489,-0.5730988055070657,0.6812103422783073,-1.438997855324348
0,5,-0.9728821073703853,-0.1815940666477131,-0.4777411828718927,0.4546552687527341,-1.2347024139155025,1.3452743101709734,0.2773269495177101,-0.4370052806117534,0.7678129158797071,-0.0562295365608749
0,6,-0.49227864580636227,1.275155310975184,-1.458355965668383,-0.4444639449444352,1.4657858586276056,-1.583253136592506,0.7942076251265656,-0.0667443948640569,0.6902518577484862,-1.482241784573677
0,7,-1.8538041184578362,0.5914979157593426,-1.3305952962066403,-0.2953482469324486,-1.20130774427319,-1.6597126956370996,-1.0354652283944734,-0.1387661231716719,-0.6298673023491078,-0.8622145848701549
0,8,-1.5537452472893623,0.4780252599659071,0.9586085292879024,-0.5937367990537269,-0.5847910762274765,-0.3507186334378193,-1.5803829652659658,-1.32699857692253,1.177056764868894,-0.2817395098182997
0,9,-0.7356883177679324,0.2493815178345765,1.399589694566424,-0.4619507246343654,-1.096443627817265,0.8482812999248401,-1.6019845504149446,0.992455467454458,1.0771648332912465,1.1129549419549216
0,10,-0.9061897930750847,-1.5030139400233424,0.9469977986069972,-0.647073363846317,1.631843025791689,0.3490203847854253,-0.6230673421479037,1.3941344332180965,0.6106581244658229,0.2412253507275926
0,11,0.04666186112311621,1.595542949797899,-0.4057743132840261,0.3478836488832655,-0.4229491940589802,0.2318237433869185,-0.2527493780035958,0.2308909805351136,0.9677651683501632,1.020487697564238
0,12,-0.3707563592029771,-0.0779983853197952,0.3029659569941048,-0.2869167657156656,-0.5396419406723391,-0.1992634536839038,1.3522639231854825,0.9025544320000234,0.4622118581914564,-1.2212292357721108
0,13,-0.07903279197186719,0.9850841913416634,-1.4902000060614933,1.2429188875451094,0.2431114250185566,0.2843744995996314,-0.6236846283444658,1.4800826314506688,-0.2632537718741469,1.392038424130584
0,14,-1.4235808040526141,1.7104940002508144,-1.2848981171757825,-1.1764015075070378,-0.9722106605193812,-1.3803645217316318,-1.2305088742486832,-0.9102719624213282,-1.134915458216115,0.80206809937662
0,15,-1.3139267604865608,-1.7109713059190212,-1.4639089822421305,0.4329054640638765,1.069850506837896,-0.8970605188843497,-0.2480450972638966,-1.06870546314019,1.208996948219526,0.039515299090884
0,16,0.6652530327548929,1.5159547290343742,1.2843891695286125,0.2331210521522537,1.6190858655614495,1.1307388535725922,0.6640462566790906,0.463459454877474,-0.2011839978685698,-1.5702894979620472
0,17,-0.2033282421361763,-1.6366853626969624,-1.1786914901117218,1.3631561323110315,1.2109848904328775,0.5642617530107503,1.667348341822119,-0.3253232741085482,0.9165946178174684,-1.4546276304651944
0,18,-1.2770968460338943,1.386642071162325,-1.4914094263279198,-0.8581419684396807,-0.6137360245190222,-1.6364036304736689,-0.4281018240918877,-1.573430297012076,-0.9328701069848536,-0.477677672555335
0,19,0.18533254358017406,0.6806851678581178,0.2951808642558378,0.7051089573844058,0.734343670404739,0.1826307086276704,-0.0852176925157844,0.1301335931880444,0.2759500598561811,0.2976929732282437
0,20,0.46840911300697613,-1.0265876098413211,1.2561031994845329,0.1900141458314081,1.6537362364999182,-0.4476996753581072,1.440553100529003,-0.1976764435100924,0.4093026218273932,0.5254978113092471
0,21,1.5185450512246326,1.0534139382954952,0.7298648058425838,1.129109290306474,1.516705139908645,-1.282461944135178,1.4738759466324112,1.541651773921181,0.2895238389435409,1.463417706547124
0,22,0.005804499424455184,-1.0583754518851762,0.1754944604919304,0.1117095502015665,0.6425902293512732,0.46949303004585,1.086677611387738,-1.5849409622402215,0.4818214335383356,1.3087950757965614
0,23,-1.1374828473853413,-1.1265458625684446,-1.5669105897949347,0.8092735697617265,-1.267580902044536,-0.4713363419749041,0.6223366060147223,-0.0366385683735249,-0.5431232018243112,-0.1424710849474824
0,24,-0.5228104457130541,-0.7580969758272698,-0.7297937821649526,0.3303891655412999,-0.2384076845735221,-0.4851291138295449,0.0007060304853271,1.095047143082578,0.4683481385870883,-0.3551043981192594
0,25,-1.6732101951584122,-0.4980894264544842,-1.2231872377217363,-1.6463697492939218,-1.3152140868719655,-1.4020352871051551,-1.3144206156104132,-0.2044325669836487,-0.3738869412092784,1.0747938625911615
0,26,-0.4750157551683648,-0.4749597098958314,0.7084766948104038,-1.1922253127989353,-0.4554284227066672,-0.2523778499849766,1.6150766950155635,-0.9616068024643408,-0.5425382724235481,-0.558347524627108
