latitude,longitude,y,x1,x2,x3
0,0,-1.4526417029340501,-0.0251558149535951,-1.545363469681274,-1.62876740279993
0,1,-1.5552599766601756,-1.1572707555172446,-0.5153856612255417,-0.1190679883464741
0,2,-0.16257472490093064,1.5912526198382455,-1.3587048126917376,-0.9475279096648976
0,3,-1.432364282103922,-1.2663466095747558,-1.3190555232403505,-0.9724951404013948
0,4,-1.1593349539129774,-1.303189818023476,-0.2101785693199708,0.0809265689868061
0,5,-0.6254303911511512,-0.6914134731594184,0.1449424030456792,0.2018675857291799
0,6,-0.9959501774180461,-1.3815189946621147,-1.0073760390367326,-0.3534773550170964
0,7,-0.2583617184101151,0.0002831032821698,-0.4747009271921703,-1.012065353138475
0,8,-0.4917692412599571,-0.6617559511029346,1.1870379606185122,-1.326547996429215
0,9,-0.06384265651522653,-0.8221828092981852,0.5204290258755216,0.5145670597752764
0,10,0.45854488367156654,0.2435906311409886,-1.6962482788818103,1.682857943760753
0,11,0.2015350009405112,-0.1769202286183122,-0.1093243314198644,0.2678289165503692
0,12,-0.3936021882867465,-0.2443085706289011,-1.5709240621003084,-1.3222020755045445
0,13,0.531815095892304,0.2346568917806456,1.561921125780774,-0.6168235983497867
0,14,0.9827740657023585,0.5863582182612772,-0.193226813476411,1.6358479020871024
0,15,0.6076529737292343,-0.1349646034685416,1.1832191248121802,0.3650379999726399
0,16,-0.40503440119111744,-0.2545249668174566,-0.6041988069670267,-1.644589215400401
0,17,0.9613268538980112,0.8216410089106324,-0.259404481478225,0.2024727769676358
0,18,1.090794699556303,0.5914504092771921,1.5687012996515046,0.3366194947550458
0,19,1.015130768866216,1.4219725541734534,1.27760042781115,-1.756116291959532
0,20,0.5643584241604465,0.0054994241274867,1.0577698843734369,-0.1559568756553853
0,21,-0.40785793533049464,-0.3264115562477023,-0.2874310173323355,-0.8646273643214307
0,22,0.386754678722388,0.4091193560040243,0.9289102764239604,-0.7351546604808871
0,23,0.8228795381686889,1.3306960231689966,0.6266214566220341,-0.3891648941179947
0,24,-1.0228127225005843,-1.2469103315122787,0.8334375332202594,-0.4550580829084929
0,25,0.2756684008436899,1.1379416998462668,-0.0213142778548386,-1.2427357958977507
0,26,-1.6155455909532943,-0.6028330119209026,-1.3213771026028032,-1.580924690498911
0,27,-0.1354558371228859,1.3143589925332693,-1.5255926882137227,-1.1893119479832786
0,28,0.4568296124096906,1.107557561393556,-0.358587930973542,1.6074205209568726
0,29,0.4109471452733498,1.184702833451002,-0.3043009965341056,1.4480282920813865
0,30,-0.46462225995832945,0.9357438279586936,-0.6985340487462797,-0.5189673093481577
0,31,-1.524732359890057,-1.4624346050951118,1.2449273647285168,-0.3507641422542796
0,32,0.9207226564889393,1.688719223706354,1.4246469176910077,1.571515894546229
