latitude,longitude,y,x1,x2,x3,x4,x5
0,0,-0.7959611416909456,1.2039862076617844,-0.182886386104067,0.9302485862387448,0.153095387150086,0.0115961040513568
0,1,-1.201495561239441,0.6437926485682034,0.0825780215958116,0.7416760286087065,-0.2970072113526799,-0.9110000923092838
0,2,-2.0339201837818246,-1.7018033765769855,-1.1672523996088646,-1.1105701772351353,0.365661056825749,-0.2593213142121738
0,3,-1.129179871310027,-0.947247424531253,-0.953621306166204,-0.3595507292232802,0.2380686651819776,1.2399480285084423
0,4,-1.6738948096347384,-0.5729618092469033,-1.1248072714990718,0.2336619918486478,-0.6940370965595699,-1.541994778966321
0,5,-1.840414557190082,-1.1656649910960435,1.2677499088794533,-0.8434269438657663,-0.9514899313011266,-1.3910806630059365
0,6,-0.8625091213414278,-1.714796199836334,-0.6689988799486476,0.4583670940914888,0.756789917240407,1.193856911540536
0,7,-0.9239314811661707,0.1303375704360404,-1.2823305548002737,-1.1555718384857372,0.8591183002626829,-1.529981097169434
0,8,-0.6411378529513954,0.2117665676160955,0.5274365477211996,-1.740290159141495,0.7519968627374243,-0.6388112061217281
0,9,-1.1892242203019703,-0.8582061822394076,0.6000921649205951,-0.6466503131705706,-1.3738048428592309,-0.4674025002415523
0,10,-1.744026572094234,-1.238415771533379,-0.496743588674823,-1.7202313610590432,-1.0405004449553614,-0.8195134766323336
0,11,1.4617441755376368,1.6716510190012026,1.2718641114367,0.8984709842981388,1.1204695124101638,1.301709909249575
0,12,-0.44280651389224956,-1.3469309306026,0.9775524978125084,-0.7682209779199031,1.4418894484384848,-0.1191847102065183
0,13,0.02942769206986362,0.8690642335744,-1.176294594734622,-0.29216662337803,0.7642998251752875,-0.3621717653295535
0,14,0.026117130359275098,-0.6320470210638389,0.7236985020888339,-0.3027036535932522,1.41694013061589,0.5457130460804296
0,15,-0.19864062071963187,-0.415884481512553,0.1370961090695435,-0.3617796762479697,-0.3429763024311669,1.1284053936080516
0,16,-0.5705877742696481,-0.7728521369615259,-0.6407072705442302,-1.5178321058781723,1.2691069478681938,-0.1712447828852132
0,17,0.871615097592345,1.3007987844014046,1.4344809833689869,-0.8202077580160756,0.8264559791993569,-0.7149558095227242
0,18,-0.677570370758367,-1.04547934560022,0.7950515214497271,-0.6139024344312327,-0.6733786712851656,0.8637047641974621
0,19,-1.0662244786065582,-0.6676270536960797,0.1932817298678935,-0.4173069976355645,-1.2770966774531245,-0.0904858519295599
0,20,0.7579007168640537,1.046022099021337,1.6911297086379302,0.1273888313032561,-1.342753851942298,1.1008174373351756
0,21,-0.12334067779377737,-0.1541486245175463,-0.4364437634128488,-0.8853733824299412,0.35516287683224,0.91218688869965
0,22,0.2462819652642685,1.3214185451208578,0.812110430812548,-1.700075254982615,0.5804849544636914,-1.3011160150754333
0,23,-1.0425182665683046,-0.7674790337504219,-0.923359080186446,1.3170245685992663,0.3399870484034158,-1.5526057709990808
0,24,0.09563859781003493,0.7856741518910374,-0.7481205994914912,-0.385974477627292,-0.1086603527112721,1.0147235474348948
0,25,-0.8380483939311884,-0.4688391611522886,1.480733068935056,-0.6356563487189629,0.1485798521003463,-1.4937973283118136
0,26,1.0581343354010238,1.3246288256211538,0.3082762941728884,0.039879463749242,1.0077495884952143,1.700035336523722
0,27,-1.5065833160248818,-0.1819749869058414,0.1428123710513481,-1.6187905972172532,-0.5402844192716489,-1.573370186421471
0,28,0.22095564265136014,1.016543347369223,-0.587401760984998,-1.5519764509990928,1.5031225105785169,0.6632271127893071
0,29,-0.659537528817663,0.9239835367679656,-0.467538026432943,-1.6893735789157531,-1.2126797961558242,1.297282691905432
0,30,-0.9443915490957491,-1.157914041351299,1.612617134139427,0.125119475321795,-0.4061810868616254,1.2245592696333978
0,31,-0.8549822081001959,-0.1308624702935784,-0.9816986386429746,-0.8633202545322846,-0.9054969563790808,1.7538113395452513
0,32,-0.579025823996508,0.2821471230466827,1.542546196110696,1.5343857046929803,-0.443540277899487,-0.634549737506195
0,33,-1.141196548843343,0.8084274104806851,-0.6436069424141401,-0.3593618482066939,-0.4196335680009366,-0.503399311176488
0,34,-1.5328751282331188,-1.504154607522615,-0.9127473543821162,0.1359010992203984,-0.3491373297592715,1.5553185138678634
0,35,-0.08113732136462584,1.3874264340063978,0.2213221609058629,1.255612635135241,0.9999888628133026,-0.3579094064606816
0,36,0.04250790099861444,1.6142596024608151,-0.9371229072128484,-0.0803170249654162,1.3441885435839624,0.4764921162593432
0,37,-1.0339953537767035,1.2606373716373336,-1.6119188704601146,-0.4868116322296938,-0.0919285842356737,0.3506431442578046
0,38,-0.7546439420902209,1.5255608680994506,-0.4825376195779876,0.0677423161450833,1.0671102485713828,-1.0527083248734332
0,39,-0.27912035493901943,1.343820954122541,-1.2997552369254373,1.3135251558814602,-0.8202035332303816,1.5202994100075808
